ID_token,price_diff,total_price,pred_price,fur_value,pattern_value,eye_shape_value,fur_value,accent_colour_value,base_colour_value,eye_colour_value,pattern_value,mouth_value,image_url_png,opensea
761999,-1.6262288432596845,8.1095841425475,6.483355299287816,koladiviya,amur,slyboots,koladiviya,sandalwood,cottoncandy,coralsunrise,amur,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/761999.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/761999
827269,-1.6256494143264764,7.519981895832328,5.8943324815058515,koladiviya,totesbasic,wiley,koladiviya,frosting,cinderella,cyan,totesbasic,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/827269.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/827269
830498,-1.6246499549616917,7.519981895832328,5.895331940870636,ragdoll,totesbasic,slyboots,ragdoll,cashewmilk,cinderella,dahlia,totesbasic,happygokitty,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/830498.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/830498
822450,-1.6107861556204082,8.195219178318446,6.584433022698038,koladiviya,rorschach,wonky,koladiviya,cashewmilk,brownies,parakeet,rorschach,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/822450.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/822450
837951,-1.5955186731365627,7.725435016954104,6.129916343817541,selkirk,totesbasic,thicccbrowz,selkirk,sandalwood,cottoncandy,cyan,totesbasic,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/837951.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/837951
848832,-1.593379166855775,7.807528423503132,6.214149256647357,birman,amur,wonky,birman,cashewmilk,cinderella,cyan,amur,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/848832.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/848832
474306,-1.5927086975788765,8.238168997799509,6.645460300220632,selkirk,spangled,wonky,selkirk,morningglory,bananacream,mintgreen,spangled,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/474306.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/474306
2021,-1.5907562708131184,10.743515890598268,9.152759619785149,munchkin,luckystripe,crazy,munchkin,kittencream,greymatter,sizzurp,luckystripe,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/2021.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/2021
847314,-1.5707127378029577,7.766322821560706,6.195610083757749,ragdoll,rascal,wonky,ragdoll,kalahari,cinderella,cyan,rascal,impish,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/847314.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/847314
828724,-1.5628895021156142,7.480782868139148,5.9178933660235336,ragdoll,rorschach,wiley,ragdoll,purplehaze,brownies,dahlia,rorschach,soserious,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/828724.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/828724
758771,-1.5559213949510706,8.16675674848806,6.61083535353699,koladiviya,totesbasic,wonky,koladiviya,icy,bananacream,coralsunrise,totesbasic,wuvme,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/758771.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/758771
28510,-1.5557986711912548,10.303556981227628,8.747758310036373,munchkin,totesbasic,thicccbrowz,munchkin,granitegrey,salmon,mintgreen,totesbasic,saycheese,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/28510.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/28510
860889,-1.5529801736888,7.768323976693663,6.215343803004863,selkirk,totesbasic,wonky,selkirk,frosting,cinderella,cyan,totesbasic,confuzzled,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/860889.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/860889
858568,-1.535514325924841,7.853725469220485,6.3182111432956445,ragdoll,rorschach,thicccbrowz,ragdoll,cashewmilk,cottoncandy,cyan,rorschach,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/858568.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/858568
837911,-1.5275523971217826,7.768323976693663,6.240771579571881,koladiviya,rorschach,wiley,koladiviya,cashewmilk,brownies,cyan,rorschach,fangtastic,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/837911.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/837911
800452,-1.5247010740016886,7.860751851626892,6.3360507776252035,birman,amur,wiley,birman,cashewmilk,mauveover,thundergrey,amur,wuvme,https://img.cryptokitties.co/0x06012c8cf97bead5deae237070f9587f8e7a266d/800452.png,https://opensea.io/assets/0x06012c8cf97bead5deae237070f9587f8e7a266d/800452
